MUI.CreateTextH2|MUI.CreateTextH2({CURSOR})|h2 title text
syn.SetPeriodic|syn.SetPeriodic({CURSOR})|Set periodic sync
syn.SetPolicy|syn.SetPolicy({CURSOR})|Set sync policy
syn.SetPriority|syn.SetPriority({CURSOR})|Set priority
syn.SetProvider|syn.SetProvider({CURSOR})|Set provider
syn.SetRetry|syn.SetRetry({CURSOR})|Set retry count
syn.SetSchedule|syn.SetSchedule({CURSOR})|Set schedule
syn.SetStrategy|syn.SetStrategy({CURSOR})|Set sync strategy
syn.SetTimeout|syn.SetTimeout({CURSOR})|Set timeout
syn.Start|syn.Start({CURSOR})|Start sync
syn.Stop|syn.Stop({CURSOR})|Stop sync
syn.Sync|syn.Sync({CURSOR})|Perform a sync
sys.Create|sys.Create({CURSOR})|Create a system object
sys.GetProperty|sys.GetProperty()|Get a system property
sys.GetSetting|sys.GetSetting()|Get a system setting
sys.IsServiceRunning|sys.IsServiceRunning()|Check if service is running
sys.Reboot|sys.Reboot({CURSOR})|Reboot the device
sys.SetProperty|sys.SetProperty({CURSOR})|Set a system property
sys.SetSetting|sys.SetSetting({CURSOR})|Set a system setting
sys.Shell|sys.Shell({CURSOR})|Execute a shell command
sys.Shutdown|sys.Shutdown({CURSOR})|Shutdown the device
tab.AddTab|tab.AddTab({CURSOR})|Add a tab
tab.Create|tab.Create({CURSOR})|Create a tab layout
tab.GetCurrentTab|tab.GetCurrentTab()|Get current tab index
tab.GetTabCount|tab.GetTabCount()|Get tab count
tab.HideTab|tab.HideTab({CURSOR})|Hide a tab
tab.RemoveAllTabs|tab.RemoveAllTabs({CURSOR})|Remove all tabs
tab.RemoveTab|tab.RemoveTab({CURSOR})|Remove a tab
tab.SelectTab|tab.SelectTab({CURSOR})|Select a tab
tab.SetAlpha|tab.SetAlpha({CURSOR})|Set transparency
tab.SetBackground|tab.SetBackground({CURSOR})|Set background
tab.SetElevation|tab.SetElevation({CURSOR})|Set elevation
tab.SetHeight|tab.SetHeight({CURSOR})|Set height
tab.SetIcon|tab.SetIcon({CURSOR})|Set tab icon
tab.SetIndicator|tab.SetIndicator({CURSOR})|Set indicator
tab.SetIndicatorColor|tab.SetIndicatorColor({CURSOR})|Set indicator color
tab.SetIndicatorHeight|tab.SetIndicatorHeight({CURSOR})|Set indicator height
tab.SetMargins|tab.SetMargins({CURSOR})|Set margins
tab.SetOnTabChange|tab.SetOnTabChange({CURSOR})|Set tab change callback
tab.SetOnTabSelected|tab.SetOnTabSelected({CURSOR})|Set tab selected callback
tab.SetPadding|tab.SetPadding({CURSOR})|Set padding
tab.SetPosition|tab.SetPosition({CURSOR})|Set position
tab.SetScrollable|tab.SetScrollable({CURSOR})|Set scrollable
tab.SetSelectedTab|tab.SetSelectedTab({CURSOR})|Set selected tab
tab.SetSize|tab.SetSize({CURSOR})|Set size
tab.SetTabBackground|tab.SetTabBackground({CURSOR})|Set tab background
tab.SetTabGravity|tab.SetTabGravity({CURSOR})|Set tab gravity
tab.SetTabHeight|tab.SetTabHeight({CURSOR})|Set tab height
tab.SetTabMode|tab.SetTabMode({CURSOR})|Set tab mode
tab.SetTabTextColor|tab.SetTabTextColor({CURSOR})|Set tab text color
tab.SetTabTextSize|tab.SetTabTextSize({CURSOR})|Set tab text size
tab.SetText|tab.SetText({CURSOR})|Set tab text
tab.SetTextColor|tab.SetTextColor({CURSOR})|Set text color
tab.SetVisible|tab.SetVisible({CURSOR})|Set visibility
tab.SetWidth|tab.SetWidth({CURSOR})|Set width
tab.Show|tab.Show()|Show the tab layout
tab.Hide|tab.Hide()|Hide the tab layout
tab.Update|tab.Update({CURSOR})|Update the tab layout
tgl.Create|tgl.Create({CURSOR})|Create a toggle object
tgl.GetText|tgl.GetText()|Get the toggle text
tgl.IsChecked|tgl.IsChecked()|Check if toggled on
tgl.IsEnabled|tgl.IsEnabled()|Check if enabled
tgl.SetAlpha|tgl.SetAlpha({CURSOR})|Set transparency
tgl.SetBackground|tgl.SetBackground({CURSOR})|Set background
tgl.SetBold|tgl.SetBold({CURSOR})|Set bold
tgl.SetBorder|tgl.SetBorder({CURSOR})|Set border
tgl.SetBorderColor|tgl.SetBorderColor({CURSOR})|Set border color
tgl.SetBorderWidth|tgl.SetBorderWidth({CURSOR})|Set border width
tgl.SetChecked|tgl.SetChecked({CURSOR})|Set checked state
tgl.SetCornerRadius|tgl.SetCornerRadius({CURSOR})|Set corner radius
tgl.SetElevation|tgl.SetElevation({CURSOR})|Set elevation
tgl.SetEnabled|tgl.SetEnabled({CURSOR})|Set enabled
tgl.SetFont|tgl.SetFont({CURSOR})|Set font
tgl.SetHeight|tgl.SetHeight({CURSOR})|Set height
tgl.SetItalic|tgl.SetItalic({CURSOR})|Set italic
tgl.SetMargins|tgl.SetMargins({CURSOR})|Set margins
tgl.SetOnChange|tgl.SetOnChange({CURSOR})|Set change callback
tgl.SetOnCheckedChange|tgl.SetOnCheckedChange({CURSOR})|Set checked change callback
tgl.SetPadding|tgl.SetPadding({CURSOR})|Set padding
tgl.SetPosition|tgl.SetPosition({CURSOR})|Set position
tgl.SetRipple|tgl.SetRipple({CURSOR})|Set ripple effect
tgl.SetRotation|tgl.SetRotation({CURSOR})|Set rotation
tgl.SetScaleX|tgl.SetScaleX({CURSOR})|Set scale X
tgl.SetScaleY|tgl.SetScaleY({CURSOR})|Set scale Y
tgl.SetShape|tgl.SetShape({CURSOR})|Set shape
tgl.SetSize|tgl.SetSize({CURSOR})|Set size
tgl.SetText|tgl.SetText({CURSOR})|Set the text
tgl.SetTextAlignment|tgl.SetTextAlignment({CURSOR})|Set text alignment
tgl.SetTextColor|tgl.SetTextColor({CURSOR})|Set text color
tgl.SetTextSize|tgl.SetTextSize({CURSOR})|Set text size
tgl.SetThumb|tgl.SetThumb({CURSOR})|Set thumb drawable
tgl.SetTrack|tgl.SetTrack({CURSOR})|Set track drawable
tgl.SetVisible|tgl.SetVisible({CURSOR})|Set visibility
thm.Apply|thm.Apply({CURSOR})|Apply the theme
thm.Create|thm.Create({CURSOR})|Create a theme object
thm.Get|thm.Get()|Get a theme value
thm.GetColors|thm.GetColors()|Get theme colors
thm.GetFonts|thm.GetFonts()|Get theme fonts
thm.GetName|thm.GetName()|Get theme name
thm.Load|thm.Load({CURSOR})|Load a theme
thm.Reset|thm.Reset({CURSOR})|Reset to default theme
thm.Save|thm.Save({CURSOR})|Save the theme
thm.Set|thm.Set({CURSOR})|Set a theme value
thm.SetColor|thm.SetColor({CURSOR})|Set theme color
thm.SetDarkMode|thm.SetDarkMode({CURSOR})|Set dark mode
thm.SetFont|thm.SetFont({CURSOR})|Set theme font
thm.SetLightMode|thm.SetLightMode({CURSOR})|Set light mode
thm.SetPrimary|thm.SetPrimary({CURSOR})|Set primary color
thm.SetSecondary|thm.SetSecondary({CURSOR})|Set secondary color
txt.Create|txt.Create({CURSOR})|Creates a text object
txt.GetText|txt.GetText()|Get the text
txt.GetTextHeight|txt.GetTextHeight()|Get the text height
txt.GetTextWidth|txt.GetTextWidth()|Get the text width
txt.SetAlpha|txt.SetAlpha({CURSOR})|Set transparency
txt.SetBackground|txt.SetBackground({CURSOR})|Set background color
txt.SetBold|txt.SetBold({CURSOR})|Set text bold
txt.SetBorder|txt.SetBorder({CURSOR})|Set border
txt.SetBorderColor|txt.SetBorderColor({CURSOR})|Set border color
txt.SetBorderWidth|txt.SetBorderWidth({CURSOR})|Set border width
txt.SetCornerRadius|txt.SetCornerRadius({CURSOR})|Set corner radius
txt.SetElevation|txt.SetElevation({CURSOR})|Set elevation
txt.SetEnabled|txt.SetEnabled({CURSOR})|Set enabled
txt.SetFont|txt.SetFont({CURSOR})|Set the font
txt.SetHeight|txt.SetHeight({CURSOR})|Set height
txt.SetHtml|txt.SetHtml({CURSOR})|Set HTML text
txt.SetItalic|txt.SetItalic({CURSOR})|Set italic
txt.SetMargins|txt.SetMargins({CURSOR})|Set margins
txt.SetOnClick|txt.SetOnClick({CURSOR})|Set click callback
txt.SetOnLongClick|txt.SetOnLongClick({CURSOR})|Set long click callback
txt.SetOnTouch|txt.SetOnTouch({CURSOR})|Set touch callback
txt.SetPadding|txt.SetPadding({CURSOR})|Set padding
txt.SetPosition|txt.SetPosition({CURSOR})|Set position
txt.SetRotation|txt.SetRotation({CURSOR})|Set rotation
txt.SetScaleX|txt.SetScaleX({CURSOR})|Set scale X
txt.SetScaleY|txt.SetScaleY({CURSOR})|Set scale Y
txt.SetShadow|txt.SetShadow({CURSOR})|Set text shadow
txt.SetSize|txt.SetSize({CURSOR})|Set size
txt.SetStrikeThrough|txt.SetStrikeThrough({CURSOR})|Set strikethrough
txt.SetText|txt.SetText({CURSOR})|Set the text
txt.SetTextAlignment|txt.SetTextAlignment({CURSOR})|Set text alignment
txt.SetTextColor|txt.SetTextColor({CURSOR})|Set text color
txt.SetTextSize|txt.SetTextSize({CURSOR})|Set text size
txt.SetTypeface|txt.SetTypeface({CURSOR})|Set the typeface
txt.SetUnderline|txt.SetUnderline({CURSOR})|Set underline
txt.SetVisible|txt.SetVisible({CURSOR})|Set visibility
txt.Show|txt.Show()|Show the text
txt.Hide|txt.Hide()|Hide the text
txt.SetWidth|txt.SetWidth({CURSOR})|Set width
txt.GetTextSize|txt.GetTextSize()|Get the text size
txt.GetTextColor|txt.GetTextColor()|Get the text color
txt.GetHeight|txt.GetHeight()|Get the height
txt.GetWidth|txt.GetWidth()|Get the width
txt.SetOnDraw|txt.SetOnDraw({CURSOR})|Set draw callback
usb.Claim|usb.Claim({CURSOR})|Claim the USB interface
usb.Close|usb.Close()|Close the USB connection
usb.Connect|usb.Connect({CURSOR})|Connect to USB device
usb.Create|usb.Create({CURSOR})|Create a USB object
usb.GetDeviceList|usb.GetDeviceList()|Get USB device list
usb.GetDevices|usb.GetDevices()|Get devices
usb.IsConnected|usb.IsConnected()|Check if connected
usb.Open|usb.Open({CURSOR})|Open USB device
usb.Read|usb.Read({CURSOR})|Read from USB
usb.Release|usb.Release({CURSOR})|Release the USB interface
usb.RequestPermission|usb.RequestPermission({CURSOR})|Request USB permission
usb.Send|usb.Send({CURSOR})|Send data to USB
usb.SetOnData|usb.SetOnData({CURSOR})|Set data callback
usb.Write|usb.Write({CURSOR})|Write to USB
vid.Create|vid.Create({CURSOR})|Create a video object
vid.GetDuration|vid.GetDuration()|Get video duration
vid.GetHeight|vid.GetHeight()|Get video height
vid.GetPosition|vid.GetPosition()|Get current position
vid.GetWidth|vid.GetWidth()|Get video width
vid.IsPlaying|vid.IsPlaying()|Check if playing
vid.Load|vid.Load({CURSOR})|Load a video
vid.LoadFile|vid.LoadFile({CURSOR})|Load video from file
vid.LoadUrl|vid.LoadUrl({CURSOR})|Load video from URL
vid.Pause|vid.Pause({CURSOR})|Pause playback
vid.Play|vid.Play({CURSOR})|Start playback
vid.Resume|vid.Resume({CURSOR})|Resume playback
vid.SeekTo|vid.SeekTo({CURSOR})|Seek to position
vid.SetAlpha|vid.SetAlpha({CURSOR})|Set transparency
vid.SetBackground|vid.SetBackground({CURSOR})|Set background
vid.SetControls|vid.SetControls({CURSOR})|Show/hide controls
vid.SetHeight|vid.SetHeight({CURSOR})|Set height
vid.SetKeepRatio|vid.SetKeepRatio({CURSOR})|Set keep aspect ratio
vid.SetLooping|vid.SetLooping({CURSOR})|Set looping
vid.SetMargins|vid.SetMargins({CURSOR})|Set margins
vid.SetOnClick|vid.SetOnClick({CURSOR})|Set click callback
vid.SetOnComplete|vid.SetOnComplete({CURSOR})|Set complete callback
vid.SetOnError|vid.SetOnError({CURSOR})|Set error callback
vid.SetOnLoad|vid.SetOnLoad({CURSOR})|Set load callback
vid.SetOnPause|vid.SetOnPause({CURSOR})|Set pause callback
vid.SetOnPlay|vid.SetOnPlay({CURSOR})|Set play callback
vid.SetOnPrepared|vid.SetOnPrepared({CURSOR})|Set prepared callback
vid.SetOnSeek|vid.SetOnSeek({CURSOR})|Set seek callback
vid.SetOnStop|vid.SetOnStop({CURSOR})|Set stop callback
vid.SetOnTouch|vid.SetOnTouch({CURSOR})|Set touch callback
vid.SetPadding|vid.SetPadding({CURSOR})|Set padding
vid.SetPosition|vid.SetPosition({CURSOR})|Set position
vid.SetSize|vid.SetSize({CURSOR})|Set size
vid.SetVisible|vid.SetVisible({CURSOR})|Set visibility
vid.SetVolume|vid.SetVolume({CURSOR})|Set volume
vid.SetWidth|vid.SetWidth({CURSOR})|Set width
vid.Show|vid.Show()|Show the video
vid.Hide|vid.Hide()|Hide the video
vid.Stop|vid.Stop({CURSOR})|Stop playback
vid.Toggle|vid.Toggle({CURSOR})|Toggle play/pause
vid.Update|vid.Update({CURSOR})|Update the video
wbs.Close|wbs.Close()|Close the web socket
wbs.Connect|wbs.Connect({CURSOR})|Connect to web socket
wbs.Create|wbs.Create({CURSOR})|Create a web socket
wbs.Disconnect|wbs.Disconnect({CURSOR})|Disconnect
wbs.IsConnected|wbs.IsConnected()|Check if connected
wbs.Send|wbs.Send({CURSOR})|Send data
wbs.SetOnClose|wbs.SetOnClose({CURSOR})|Set close callback
web.Back|web.Back({CURSOR})|Go back in history
web.CanGoBack|web.CanGoBack({CURSOR})|Check if can go back
web.CanGoForward|web.CanGoForward({CURSOR})|Check if can go forward
web.ClearCache|web.ClearCache({CURSOR})|Clear the cache
web.ClearCookies|web.ClearCookies({CURSOR})|Clear cookies
web.ClearHistory|web.ClearHistory({CURSOR})|Clear history
web.Create|web.Create({CURSOR})|Create a web view
web.EvaluateJs|web.EvaluateJs({CURSOR})|Evaluate JavaScript
web.Forward|web.Forward({CURSOR})|Go forward in history
web.GetHeight|web.GetHeight()|Get the height
web.GetTitle|web.GetTitle()|Get page title
web.GetUrl|web.GetUrl()|Get current URL
web.GetWidth|web.GetWidth()|Get the width
web.GoBack|web.GoBack({CURSOR})|Go back
web.GoForward|web.GoForward({CURSOR})|Go forward
web.LoadHtml|web.LoadHtml({CURSOR})|Load HTML content
web.LoadUrl|web.LoadUrl({CURSOR})|Load a URL
web.Pause|web.Pause({CURSOR})|Pause the web view
web.Refresh|web.Refresh({CURSOR})|Refresh the page
web.Release|web.Release({CURSOR})|Release the web view
web.Reload|web.Reload({CURSOR})|Reload the page
web.Resume|web.Resume({CURSOR})|Resume the web view
web.SetAlpha|web.SetAlpha({CURSOR})|Set transparency
web.SetBackground|web.SetBackground({CURSOR})|Set background
web.SetHeight|web.SetHeight({CURSOR})|Set height
web.SetJavaScript|web.SetJavaScript({CURSOR})|Enable JavaScript
web.SetMargins|web.SetMargins({CURSOR})|Set margins
web.SetOnBack|web.SetOnBack({CURSOR})|Set back callback
web.SetOnError|web.SetOnError({CURSOR})|Set error callback
web.SetOnLoad|web.SetOnLoad({CURSOR})|Set load callback
web.SetOnProgress|web.SetOnProgress({CURSOR})|Set progress callback
web.SetOnReceive|web.SetOnReceive({CURSOR})|Set receive callback
web.SetOnUrl|web.SetOnUrl({CURSOR})|Set URL callback
web.SetPadding|web.SetPadding({CURSOR})|Set padding
web.SetPosition|web.SetPosition({CURSOR})|Set position
web.SetSize|web.SetSize({CURSOR})|Set size
web.SetUserAgent|web.SetUserAgent({CURSOR})|Set user agent
web.SetVisible|web.SetVisible({CURSOR})|Set visibility
web.SetWidth|web.SetWidth({CURSOR})|Set width
web.SetZoom|web.SetZoom({CURSOR})|Set zoom level
web.Stop|web.Stop({CURSOR})|Stop loading
web.ZoomIn|web.ZoomIn({CURSOR})|Zoom in
wiz.AddPage|wiz.AddPage({CURSOR})|Add a page
wiz.Create|wiz.Create({CURSOR})|Create a wizard
wiz.GetCurrentPage|wiz.GetCurrentPage()|Get current page
wiz.GetPageCount|wiz.GetPageCount()|Get page count
wiz.Next|wiz.Next({CURSOR})|Go to next page
wiz.Previous|wiz.Previous({CURSOR})|Go to previous page
wiz.SetOnChange|wiz.SetOnChange({CURSOR})|Set change callback
wiz.SetOnFinish|wiz.SetOnFinish({CURSOR})|Set finish callback
ynd.Create|ynd.Create({CURSOR})|Create a streaming object
ynd.GetDuration|ynd.GetDuration()|Get stream duration
ynd.GetPosition|ynd.GetPosition()|Get current position
ynd.IsPlaying|ynd.IsPlaying()|Check if playing
ynd.Load|ynd.Load({CURSOR})|Load a stream
ynd.LoadVideo|ynd.LoadVideo({CURSOR})|Load a video
ynd.Pause|ynd.Pause({CURSOR})|Pause playback
ynd.Play|ynd.Play({CURSOR})|Play stream
ynd.SeekTo|ynd.SeekTo({CURSOR})|Seek to position
ynd.Stop|ynd.Stop({CURSOR})|Stop playback
ynd.SetOnReady|ynd.SetOnReady({CURSOR})|Set ready callback
zip.Add|zip.Add({CURSOR})|Add a file to the zip
zip.AddDir|zip.AddDir({CURSOR})|Add a directory to the zip
zip.Close|zip.Close()|Close the zip
zip.Create|zip.Create({CURSOR})|Create a zip object
zip.Extract|zip.Extract({CURSOR})|Extract the zip archive
zip.ExtractAll|zip.ExtractAll({CURSOR})|Extract all files
zip.ExtractFile|zip.ExtractFile({CURSOR})|Extract a specific file
zip.GetEntries|zip.GetEntries()|Get zip entries
zip.GetEntryCount|zip.GetEntryCount()|Get entry count
zip.IsOpen|zip.IsOpen()|Check if zip is open
zip.List|zip.List({CURSOR})|List zip contents
zip.Open|zip.Open({CURSOR})|Open a zip file
zip.Remove|zip.Remove({CURSOR})|Remove an entry from the zip
